,Country,Year,Metric tons in thousands_x,Metric tons in thousands_y
4350,ACP: Pacific,2009,8.11,4.279999999999996
4351,ACP: Southern Africa,2009,142.917,289.97
4352,ACP: Western Africa,2009,744.3050000000002,62.29200000000001
4353,ACS (Association of Caribbean States),2009,1501.3089999999988,12207.919999999993
4354,"ADB (African Development Bank), developing member countries",2009,220121.0520000001,20194.165000000005
4355,ADB: Group A,2009,63.87000000000006,72.31899999999999
4356,ADB: Group B,2009,5908.005000000001,2781.260999999999
4357,ADB: Group C,2009,214149.17900000015,17340.576000000023
4358,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),2009,11.474999999999994,378.7430000000002
4359,AMU (Arab Maghreb Union),2009,523.1689999999999,473.4919999999999
4360,APEC (Asia-Pacific Economic Cooperation),2009,367847.8579999999,337741.727
4361,APTA (Asia-Pacific Trade Agreement),2009,215838.24800000002,14250.10200000001
4362,ASEAN (Association of Southeast Asian Nations),2009,5253.4580000000005,17871.622000000007
4363,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",2009,216401.9,79370.09399999992
4364,Africa,2009,1648.511999999999,1635.9850000000006
4365,Africa excluding South Africa,2009,1558.8569999999993,1427.1
4366,African Union,2009,1648.511999999999,1635.9850000000006
4367,Albania,2009,72.03100000000005,33.315
4368,Algeria,2009,49.269999999999975,1.3070000000000008
4369,America,2009,16790.984999999993,87663.17900000003
4370,Andorra,2009,0.0,62.532000000000025
4371,Antigua and Barbuda,2009,0.0,2.552
4372,Asia,2009,358587.3050000002,253795.18499999994
4373,Asia and Oceania,2009,358868.5650000002,260624.093
4374,Australia,2009,184.60000000000005,5670.378999999995
4375,Austria,2009,2928.256000000001,3037.4410000000003
4376,Azerbaijan,2009,0.5800000000000002,2.178000000000001
4377,BASIC,2009,214335.44500000012,2313.849000000002
4378,BRICS,2009,214484.546,3010.329000000002
4379,Bahamas,2009,41.13599999999998,21.350000000000005
4380,Bahrain,2009,25.69999999999999,3.0609999999999995
4381,Bangladesh,2009,74.507,792.4590000000004
4382,Barbados,2009,0.9750000000000005,0.0
4383,Belarus,2009,44.855000000000004,86.34299999999995
4384,Belgium,2009,10053.163999999999,14731.258000000009
4385,Benin,2009,0.0,12.430000000000001
4386,Bhutan,2009,0.0,23.779999999999976
4387,BioTrade countries,2009,272527.91100000014,247374.5609999999
4388,Bolivia (Plurinational State of),2009,21.171,94.39300000000006
4389,Bosnia and Herzegovina,2009,43.393,65.434
4390,Botswana,2009,4.217999999999999,25.801000000000016
4391,Brazil,2009,261.53400000000005,135.15999999999994
4392,Brunei Darussalam,2009,2.9309999999999996,2.6639999999999993
4393,Bulgaria,2009,177.39699999999993,237.543
4394,Burkina Faso,2009,4.697000000000003,0.9250000000000005
4395,CACM (Central American Common Market),2009,262.0890000000001,711.357
4396,CAN (Andean Community),2009,121.05000000000005,473.77599999999995
4397,CARICOM (Caribbean Community),2009,51.651,43.483999999999995
4398,CBD (Convention on Biological Diversity),2009,291688.4090000004,331163.7500000001
4399,CEFTA (Central European Free Trade Agreement),2009,221.93599999999995,209.80100000000004
4400,CEN-SAD (Community of Sahel-Saharan States),2009,1339.3839999999996,920.5330000000004
4401,CEPGL (Economic Community of the Great Lakes Countries),2009,4.909000000000003,1.4000000000000006
4402,CIS (Commonwealth of Independent States),2009,250.38,922.3440000000002
4403,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),2009,291687.3850000004,331101.20100000006
4404,COMESA (Common Market for Eastern and Southern Africa),2009,256.32799999999986,955.1929999999999
4405,Cambodia,2009,1.0210000000000006,3.449999999999999
4406,Canada,2009,3306.986999999999,5229.9839999999995
4407,Caribbean,2009,95.16600000000001,259.57499999999976
4408,Central America,2009,1389.1159999999998,11603.870000000004
4409,Central Asia,2009,54.78500000000007,135.683
4410,Central and Southern Asia,2009,6053.778,2998.6919999999986
4411,Chile,2009,218.52900000000005,0.3370000000000002
4412,China,2009,208958.90500000012,950.7270000000002
4413,"China, Hong Kong SAR",2009,131083.2880000001,160665.527
4414,"China, Macao SAR",2009,2.651000000000001,80.84699999999995
4415,"China, Taiwan Province of",2009,3889.1850000000013,6038.184
4416,Colombia,2009,16.281000000000002,98.81100000000002
4417,Costa Rica,2009,89.64099999999995,101.47600000000006
4418,Croatia,2009,120.26700000000001,210.07699999999997
4419,Cyprus,2009,0.0,45.190999999999974
4420,Czechia,2009,1342.591,2402.3620000000014
4421,Côte d'Ivoire,2009,61.972,11.202000000000007
4422,Denmark,2009,712.93,3775.1260000000007
4423,Developed economies: Asia,2009,545.2849999999999,49340.32100000002
4424,Developed economies: Asia and Oceania,2009,818.4249999999998,56155.72499999999
4425,Developed economies: Oceania,2009,273.142,6815.422
4426,Developed regions (M49),2009,64826.479,277444.55000000016
4427,Developing economies excluding China,2009,152878.15599999976,219565.41999999987
4428,Developing economies excluding LDCs,2009,361553.38700000016,218453.44199999992
4429,Developing economies: Asia,2009,358042.0240000004,204454.87699999998
4430,Developing economies: Asia and Oceania,2009,358050.1510000005,204468.35999999987
4431,Developing economies: Oceania,2009,8.127999999999995,13.481000000000009
4432,Developing regions (M49),2009,361837.0579999999,220516.15699999992
4433,Dominican Republic,2009,50.30600000000001,216.95999999999972
4434,EAC (East African Community),2009,67.16400000000004,367.683
4435,ECA (Economic Commission for Africa),2009,1648.511999999999,1635.9850000000006
4436,ECA: Eastern Africa,2009,69.52900000000002,376.15800000000013
4437,ECA: Island economies,2009,1.9059999999999981,42.13400000000004
4438,ECA: Landlocked LDCs,2009,69.71100000000001,135.163
4439,ECA: Landlocked countries,2009,81.50999999999999,135.163
4440,ECA: Least developed countries,2009,118.16999999999996,342.6150000000003
4441,ECA: Mineral-rich countries,2009,241.45900000000023,540.9399999999998
4442,ECA: Non-oil LDCs,2009,107.72099999999993,340.97700000000015
4443,ECA: Non-oil Producing,2009,872.7619999999998,1604.3100000000013
4444,ECA: North Africa,2009,644.6719999999997,859.5369999999998
4445,ECA: Oil LDCs,2009,10.487,3.753999999999996
4446,ECA: Oil producing economies,2009,775.7540000000001,31.68900000000002
4447,ECA: Sahel,2009,635.922,17.768000000000008
4448,ECA: Small island States,2009,0.9950000000000007,33.65000000000003
4449,ECA: Southern Africa,2009,181.32399999999996,337.99800000000005
4450,ECA: West Africa,2009,743.422,62.29200000000001
4451,ECCAS (Economic Community of Central African States),2009,22.11800000000001,1.4000000000000006
4452,ECLAC (Economic Commission for Latin America and the Caribbean),2009,2138.3940000000016,14411.802000000003
4453,ECLAC: Caribbean,2009,51.651,43.483999999999995
4454,ECLAC: Latin America,2009,2086.7550000000006,14368.319000000001
4455,ECO (Economic Cooperation Organization),2009,1235.8629999999994,1652.2509999999995
4456,ECOWAS (Economic Community of West African States),2009,743.422,62.29200000000001
4457,EFTA (European Free Trade Association),2009,1315.3599999999997,3303.5110000000004
4458,EIEs (Emerging Industrial Economies) (UNIDO),2009,220063.90200000003,33000.93200000001
4459,ESCAP (Economic and Social Commission for Asia and the Pacific),2009,354349.18099999987,251187.36999999994
4460,ESCAP: Africa,2009,1648.511999999999,1635.9850000000006
4461,ESCAP: Countries with special needs,2009,140.12800000000004,984.3140000000003
4462,ESCAP: East and North-East Asia (ENEA),2009,342234.38000000047,222244.83599999992
4463,"ESCAP: East and North-East Asia, incl. the Russian Federation",2009,342383.48300000024,222941.31599999996
4464,ESCAP: Europe,2009,49206.37399999997,147340.94899999996
4465,ESCAP: High-income economies (World Bank),2009,133706.7159999998,229752.05900000027
4466,ESCAP: Landlocked developing countries,2009,56.47200000000003,174.92899999999997
4467,ESCAP: Latin America,2009,2138.3940000000016,14411.802000000003
4468,ESCAP: Least developed countries,2009,76.94900000000001,833.0070000000003
4469,ESCAP: Lower-middle-income economies (World Bank),2009,7885.002000000003,6412.129000000002
4470,ESCAP: North and Central Asia,2009,208.47000000000003,834.3190000000001
4471,ESCAP: Other area,2009,779.3179999999998,4095.013999999998
4472,ESCAP: Pacific,2009,281.26500000000004,6828.901
4473,ESCAP: Pacific island developing economies (PIDE),2009,8.127999999999995,13.481000000000009
4474,ESCAP: Small islands developing States,2009,162.98400000000004,1644.1560000000002
4475,ESCAP: South and South-West Asia,2009,6371.618000000004,3407.6989999999987
4476,ESCAP: Upper-middle-income economies (World Bank),2009,212757.46400000004,15023.186999999994
4477,ESCWA (Economic and Social Commission for Western Asia),2009,1327.5120000000006,4715.890999999998
4478,ESCWA: Arab LDCs,2009,92.89899999999992,888.7199999999983
4479,ESCWA: Arab countries,2009,1380.260000000001,4718.833999999998
4480,ESCWA: Maghreb,2009,522.2820000000002,473.4919999999999
4481,ESCWA: Mashreq,2009,327.10500000000013,806.5049999999998
4482,EU15 (European Union 1995 … 2004),2009,41375.306000000004,133591.6930000001
4483,EU25 (European Union 2004 … 2007),2009,47077.36199999997,142143.38699999996
4484,EU27 (European Union 2007 … 2013),2009,47338.195,143350.83400000003
4485,EU28 (European Union 2013 … 2020),2009,47458.46600000001,143560.915
4486,Eastern Africa,2009,100.28899999999997,424.18999999999994
4487,Eastern Asia,2009,346123.5500000002,228283.01399999976
4488,Eastern Europe,2009,4423.475999999997,8544.657
4489,Eastern and South-Eastern Asia,2009,351377.00199999986,246154.626
4490,Ecuador,2009,22.71799999999999,265.35099999999983
4491,Egypt,2009,118.69599999999994,384.407
4492,El Salvador,2009,126.947,229.89599999999976
4493,Emerging markets,2009,361239.23000000004,222050.5269999999
4494,Emerging markets: Africa,2009,814.2839999999998,607.5099999999991
4495,Emerging markets: America,2009,1711.297,13177.85700000001
4496,Emerging markets: Asia,2009,354947.6170000002,200365.65399999998
4497,Emerging markets: Europe and Kazakhstan,2009,3766.045,7899.517999999998
4498,Estonia,2009,83.822,589.3189999999998
4499,Eswatini,2009,24.382999999999992,2.5730000000000017
4500,Euro area,2009,38915.23099999996,108417.40699999998
4501,Europe,2009,49355.47899999996,148037.4269999999
4502,European Union (2020 …),2009,46082.49999999997,122010.60499999985
4503,Faroe Islands,2009,0.0,3.225
4504,Fiji,2009,0.008,3.688999999999999
4505,Finland,2009,73.38199999999999,1105.6829999999989
4506,France,2009,1736.2859999999996,13546.90299999999
4507,French Polynesia,2009,0.0,6.489999999999996
4508,G-77 (Group of 77),2009,223664.7060000001,30771.833999999955
4509,G20 (Group of Twenty),2009,280892.5590000002,303135.44100000017
4510,G7 (Group of Seven),2009,31024.41999999999,213934.59199999998
4511,G8 (Group of Eight),2009,31173.52400000001,214631.072
4512,GCC (The Cooperation Council for the Arab States of the Gulf),2009,437.97800000000024,2550.104
4513,GSTP (Global System of Trade Preferences among Developing Countries),2009,16131.816999999994,46828.807000000015
4514,GSTP: Africa,2009,1337.9029999999989,1080.5000000000005
4515,GSTP: Asia,2009,12936.673999999994,32134.620999999977
4516,GSTP: Latin America,2009,1786.863,13577.225000000004
4517,Germany,2009,8786.837000000003,49320.65700000003
4518,Ghana,2009,37.522,1.221
4519,Greece,2009,194.00100000000006,1149.9700000000003
4520,Guatemala,2009,3.871999999999999,108.25300000000001
4521,HIPCs (Heavily indebted poor countries) (IMF),2009,256.25599999999986,641.2809999999993
4522,High-income OECD members (World Bank),2009,65766.79899999998,286192.619
4523,High-income developing economies,2009,351802.634,208573.4469999999
4524,High-income economies (World Bank),2009,201602.74900000004,458716.1309999997
4525,High-income non OECD members (World Bank),2009,135835.94099999996,172523.5090000001
4526,Honduras,2009,28.474000000000007,68.18599999999996
4527,Hungary,2009,475.34899999999993,337.8759999999999
4528,IGAD (Intergovernmental Authority on Development),2009,47.47799999999999,176.70800000000003
4529,Iceland,2009,0.12600000000000003,128.24300000000005
4530,India,2009,5025.345000000003,1019.0669999999985
4531,Indonesia,2009,100.93199999999997,2124.924999999999
4532,Industrialized economies (UNIDO),2009,201557.45399999985,456086.42399999994
4533,Ireland,2009,2162.676,1057.9139999999998
4534,Israel,2009,44.37000000000001,235.73100000000008
4535,Italy,2009,3971.8280000000022,7160.755000000001
4536,Jamaica,2009,0.9060000000000006,1.3700000000000003
4537,Japan,2009,500.91399999999993,49104.582000000024
4538,Jordan,2009,16.628000000000004,34.82400000000002
4539,Kazakhstan,2009,0.14500000000000005,104.48299999999995
4540,Kenya,2009,38.561000000000014,85.51900000000005
4541,Kiribati,2009,0.9880000000000005,0.024000000000000014
4542,"Korea, Republic of",2009,1688.6069999999995,11443.157000000014
4543,Kyrgyzstan,2009,54.63300000000006,31.200000000000017
4544,LAIA (Latin American Integration Association),2009,1776.7930000000006,13517.93300000001
4545,LAS (League of Arab States),2009,1380.260000000001,4718.833999999998
4546,LDCs (Least developed countries),2009,283.6690000000003,2062.714
4547,LDCs: Africa,2009,117.517,342.6150000000003
4548,LDCs: Africa and Haiti,2009,117.517,342.6150000000003
4549,LDCs: Asia,2009,164.525,1720.0629999999976
4550,LDCs: Islands,2009,1.639999999999999,0.024000000000000014
4551,LDCs: Islands and Haiti,2009,1.639999999999999,0.024000000000000014
4552,LIFDC (Low-income food-deficit countries) (FAO),2009,7414.399999999997,4325.972000000001
4553,LLDCs (Landlocked developing countries),2009,271.829,610.4000000000003
4554,LMMC (Like-Minded Megadiverse Countries),2009,218532.22000000012,23619.189999999988
4555,Latin America and the Caribbean,2009,2138.3940000000016,14411.802000000003
4556,Latvia,2009,407.2480000000003,161.20900000000003
4557,Lebanon,2009,52.90700000000002,69.42599999999993
4558,Lesotho,2009,19.239999999999988,0.2960000000000002
4559,Lithuania,2009,613.9869999999999,371.4339999999999
4560,Low-income developing economies,2009,312.81500000000034,1546.2169999999992
4561,Low-income economies (World Bank),2009,277.5820000000001,1330.631999999999
4562,Lower-middle-income economies (World Bank),2009,9734.601999999995,8236.116000000005
4563,Luxembourg,2009,343.3460000000001,187.52399999999997
4564,MERCOSUR (Southern Common Market),2009,314.50800000000015,2073.3520000000008
4565,MRU (Mano River Union),2009,61.972,11.202000000000007
4566,MSG (Melanesian Spearhead Group),2009,0.3300000000000002,3.688999999999999
4567,Madagascar,2009,0.9020000000000005,8.483999999999995
4568,Major net food-exporting economies,2009,48914.768000000025,145702.47399999987
4569,Major net food-importing economies,2009,373303.436,343105.3470000002
4570,Malaysia,2009,2648.867,4462.461999999998
4571,Malta,2009,4.076999999999999,59.727999999999994
4572,Mauritius,2009,0.2590000000000002,33.65000000000003
4573,Mexico,2009,1120.2720000000004,10892.523
4574,Middle-income developing economies,2009,9721.624999999998,10396.480000000003
4575,"Moldova, Republic of",2009,0.3840000000000002,1.6849999999999996
4576,Montenegro,2009,0.2760000000000001,2.0830000000000006
4577,Morocco,2009,431.8759999999998,136.73000000000002
4578,Mozambique,2009,12.58099999999999,1.9080000000000006
4579,NAFTA (North American Free Trade Agreement),2009,15772.853000000008,84143.914
4580,Nagoya Protocol on Access and Benefit Sharing,2009,273023.348,238456.31100000016
4581,Namibia,2009,5.450999999999999,52.39199999999995
4582,Nepal,2009,0.4370000000000003,13.283999999999995
4583,Net food-exporting developed economies,2009,37163.75099999997,117687.20999999999
4584,Net food-exporting developing economies,2009,12901.578999999996,29371.58300000002
4585,Net food-exporting economies,2009,50065.33099999998,147058.806
4586,Net food-importing developed economies,2009,27662.744000000006,159757.34399999984
4587,Net food-importing developing economies,2009,348935.46900000016,191144.55800000014
4588,Net food-importing economies,2009,376598.2070000004,350901.9050000002
4589,Netherlands,2009,4150.153000000001,7329.429
4590,New Caledonia,2009,0.0,2.7260000000000004
4591,New Zealand,2009,88.53999999999998,1145.0469999999993
4592,Nicaragua,2009,10.698000000000002,125.64299999999992
4593,Niger,2009,0.03300000000000002,2.1160000000000005
4594,Nigeria,2009,605.9380000000002,14.224000000000016
4595,North Macedonia,2009,70.40700000000001,36.459999999999994
4596,Northern Africa,2009,643.7869999999999,859.5369999999998
4597,Northern America,2009,14652.589000000007,73251.39099999997
4598,Northern America and Europe,2009,64008.07399999998,221288.82000000024
4599,Northern Europe,2009,8538.042000000007,32217.773999999998
4600,Norway,2009,246.51100000000005,807.9129999999998
4601,OAS (Organization of American States),2009,16790.983999999993,87663.17900000003
4602,OECD (Organisation for Economic Cooperation and Development),2009,67275.98899999996,297728.6219999999
4603,OECS (Organisation of Eastern Caribbean States),2009,0.06600000000000004,8.327
4604,OIC (Organisation of Islamic Cooperation),2009,6248.725,13940.320000000014
4605,OPEC (Organization of the Petroleum Exporting Countries),2009,995.2430000000002,2687.334
4606,Oceania,2009,281.26500000000004,6828.901
4607,Oman,2009,83.27400000000003,101.38000000000001
4608,Pakistan,2009,807.8410000000001,969.7389999999988
4609,Panama,2009,2.4389999999999996,77.93100000000001
4610,Paraguay,2009,41.878000000000014,167.76500000000007
4611,Peru,2009,60.89599999999999,15.214000000000002
4612,Philippines,2009,71.174,2803.141
4613,Poland,2009,1393.9219999999998,2992.897000000003
4614,Portugal,2009,427.0760000000001,1558.4519999999977
4615,Romania,2009,83.43100000000001,969.8979999999997
4616,Russian Federation,2009,149.08899999999994,696.4779999999994
4617,Rwanda,2009,0.027000000000000017,1.4000000000000006
4618,SAARC (South Asian Association for Regional Cooperation),2009,5998.992000000001,2863.029999999999
4619,SACU (Southern African Customs Union),2009,142.917,289.97
4620,SADC (Southern African Development Community),2009,201.25300000000001,537.667
4621,SIDS (Small island developing States) (UN-OHRLLS),2009,291.61399999999975,1941.2889999999984
4622,SIDS (Small island developing States) (analytical),2009,53.97000000000002,80.53799999999998
4623,SIDS: Atlantic and Indian Ocean,2009,0.9950000000000007,33.65000000000003
4624,SIDS: Caribbean,2009,44.87600000000001,42.620000000000026
4625,SIDS: Pacific,2009,8.11,4.279999999999996
4626,Saint Lucia,2009,0.06600000000000004,4.289999999999999
4627,Samoa,2009,0.044000000000000025,0.5720000000000002
4628,Saudi Arabia,2009,329.007,2054.0219999999995
4629,Selected LIFDC (Low-income food-deficit countries),2009,7154.880999999998,3378.2870000000003
4630,Selected exporters of agricultural products,2009,374.4879999999996,2782.712000000001
4631,Selected exporters of manufactured goods,2009,358601.0240000003,209193.33099999986
4632,Selected exporters of manufactured goods and primary commodities,2009,219907.21800000005,42894.49099999994
4633,Selected exporters of minerals and mining products,2009,354.1320000000002,140.62999999999997
4634,Selected exporters of petroleum,2009,1100.2530000000006,3027.0510000000004
4635,Senegal,2009,16.477999999999998,0.5060000000000002
4636,Serbia,2009,35.463999999999984,70.81199999999998
4637,Singapore,2009,154.85299999999998,1630.6670000000001
4638,Slovakia,2009,590.6719999999997,704.9459999999997
4639,Slovenia,2009,790.3989999999999,886.7390000000001
4640,South Africa,2009,89.655,208.89200000000014
4641,South America,2009,654.1080000000002,2548.3359999999975
4642,South-eastern Asia,2009,5253.4580000000005,17871.622000000007
4643,Southern Africa,2009,142.917,289.97
4644,Southern Asia,2009,5998.992000000001,2863.029999999999
4645,Southern Europe,2009,7327.210000000001,16754.421999999988
4646,Spain,2009,1598.055,5412.868999999997
4647,Sri Lanka,2009,90.86300000000001,44.68199999999998
4648,Sub-Saharan Africa,2009,1004.7229999999994,776.4449999999996
4649,Sub-Saharan Africa excluding South Africa,2009,915.0609999999999,567.553
4650,Sweden,2009,2861.352,2667.393000000003
4651,"Switzerland, Liechtenstein",2009,1068.6929999999998,2367.352000000001
4652,Syrian Arab Republic,2009,138.89299999999997,317.84300000000013
4653,TPP (Trans-Pacific Partnership),2009,10045.184000000008,78865.13799999998
4654,"Tanzania, United Republic of",2009,18.393,191.21800000000002
4655,Thailand,2009,515.8549999999998,6133.0040000000035
4656,Togo,2009,16.72100000000001,19.684
4657,Trinidad and Tobago,2009,1.7679999999999991,11.588999999999993
4658,Tunisia,2009,40.13600000000001,335.4730000000001
4659,Turkey,2009,372.6289999999999,544.6529999999997
4660,UNASUR (Union of South American Nations),2009,21.926999999999985,340.0260000000001
4661,UNECE (Economic Commission for Europe),2009,64484.44199999998,222203.8420000001
4662,"UNECE: Eastern Europe, Caucasus and Central Asia",2009,419.4700000000002,1036.9880000000007
4663,UNECE: West Balkans,2009,341.8179999999998,418.1840000000001
4664,Uganda,2009,5.308000000000001,89.53999999999995
4665,Ukraine,2009,165.74999999999997,114.63699999999997
4666,United Kingdom,2009,1375.9740000000002,21550.295999999995
4667,United Nations member States,2009,291688.4090000004,331163.7500000001
4668,United States,2009,11345.606,68021.41400000002
4669,Upper-middle-income economies (World Bank),2009,215048.6240000001,29677.81500000002
4670,Uruguay,2009,10.368000000000007,47.144000000000005
4671,Venezuela (Bolivarian Rep. of),2009,0.7020000000000004,244.78300000000016
4672,Viet Nam,2009,1757.8229999999999,711.294
4673,WAEMU (West African Economic and Monetary Union),2009,99.89600000000007,46.86199999999998
4674,Western Africa,2009,744.3050000000002,62.29200000000001
4675,Western Asia,2009,1156.5280000000002,4641.871000000005
4676,Western Asia and Northern Africa,2009,1800.3120000000008,5501.406000000008
4677,Western Europe,2009,29066.74500000001,90520.56899999994
4678,World,2009,426663.5380000002,497960.70800000004
4679,Yemen,2009,88.55599999999994,887.0819999999982
4680,Zambia,2009,4.760999999999994,12.477999999999993
4681,"ACP (African, Caribbean and Pacific Group of States)",2010,1259.5189999999982,1542.8200000000015
4682,ACP: Africa,2010,1092.9439999999993,944.1889999999996
4683,ACP: Caribbean,2010,146.62500000000009,580.4419999999999
4684,ACP: Central Africa,2010,8.438000000000002,0.0
4685,ACP: Eastern Africa,2010,159.19,435.1940000000002
4686,ACP: Islands States,2010,165.6470000000001,600.6909999999999
4687,ACP: LDCs,2010,169.95000000000005,362.5139999999998
4688,ACP: LLDCs,2010,84.29400000000004,141.4760000000001
4689,ACP: Northern Africa,2010,2.7089999999999965,1.6320000000000008
4690,ACP: Pacific,2010,19.941999999999993,18.195000000000014
4691,ACP: Southern Africa,2010,236.625,410.035
4692,ACP: Western Africa,2010,685.989,97.32100000000003
4693,ACS (Association of Caribbean States),2010,1746.112,14315.912
4694,"ADB (African Development Bank), developing member countries",2010,245261.49200000006,28570.280000000057
4695,ADB: Group A,2010,70.01399999999998,170.98999999999998
4696,ADB: Group B,2010,5353.419999999998,4350.532000000002
4697,ADB: Group C,2010,239838.06599999982,24048.74600000001
4698,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),2010,18.18000000000001,488.885
4699,AMU (Arab Maghreb Union),2010,551.865,668.9569999999997
4700,APEC (Asia-Pacific Economic Cooperation),2010,398779.2080000002,351901.2789999997
4701,APTA (Asia-Pacific Trade Agreement),2010,239264.49899999998,11717.757
4702,ASEAN (Association of Southeast Asian Nations),2010,6420.304000000003,24935.349000000013
4703,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",2010,242116.47400000016,87362.9049999999
4704,Africa,2010,2431.397000000002,2468.8440000000037
4705,Africa excluding South Africa,2010,2214.9679999999994,2145.5329999999994
4706,African Union,2010,2431.397000000002,2468.8440000000037
4707,Albania,2010,146.91299999999993,81.01599999999998
4708,Algeria,2010,71.85100000000003,29.787999999999986
4709,America,2010,18631.526999999995,91847.49400000002
4710,Andorra,2010,2.8619999999999997,52.65000000000002
4711,Argentina,2010,19.706000000000007,1359.6130000000007
4712,Armenia,2010,0.09300000000000004,18.08300000000001
4713,Asia,2010,388193.9449999998,270004.06399999995
4714,Asia and Oceania,2010,388535.7409999997,275569.613
4715,Australia,2010,175.755,4374.5380000000005
4716,Austria,2010,4124.139999999999,2836.538000000001
4717,Azerbaijan,2010,3.154999999999999,9.434999999999999
4718,BASIC,2010,237641.63600000003,3145.085000000002
4719,BRICS,2010,237943.803,3763.5000000000005
4720,Bahrain,2010,13.809999999999999,60.70999999999998
4721,Bangladesh,2010,155.96800000000016,1274.9770000000005
4722,Barbados,2010,1.1579999999999995,65.25900000000003
4723,Belarus,2010,49.31799999999999,167.86500000000007
4724,Belgium,2010,4810.618999999999,8425.147999999994
4725,Benin,2010,0.0,22.57799999999999
4726,Bhutan,2010,0.0,30.011999999999983
4727,BioTrade countries,2010,302861.9570000004,258196.08399999992
4728,Bolivia (Plurinational State of),2010,30.976000000000013,94.032
4729,Bosnia and Herzegovina,2010,73.542,107.75200000000001
4730,Botswana,2010,0.8510000000000004,21.508999999999997
4731,Brazil,2010,269.656,177.73500000000004
4732,Brunei Darussalam,2010,6.053,2.5369999999999995
4733,Bulgaria,2010,288.95700000000005,396.7969999999998
4734,Burkina Faso,2010,5.502000000000003,1.6170000000000004
4735,CACM (Central American Common Market),2010,355.2739999999999,1028.4130000000005
4736,CAN (Andean Community),2010,143.58000000000013,666.6380000000001
4737,CARICOM (Caribbean Community),2010,84.336,155.13999999999996
4738,CBD (Convention on Biological Diversity),2010,332714.73200000025,364812.429
4739,CEFTA (Central European Free Trade Agreement),2010,341.604,357.56400000000025
4740,CEMAC (Economic and Monetary Community of Central Africa),2010,2.627000000000001,0.0
4741,CEN-SAD (Community of Sahel-Saharan States),2010,1956.2119999999989,1593.8409999999994
4742,CIS (Commonwealth of Independent States),2010,375.188,912.1169999999997
4743,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),2010,332711.0530000002,364759.781
4744,COMESA (Common Market for Eastern and Southern Africa),2010,947.4119999999996,1517.187
4745,Cambodia,2010,0.7940000000000004,63.530999999999985
4746,Cameroon,2010,2.627000000000001,0.0
4747,Canada,2010,3791.641,5403.703000000001
4748,Caribbean,2010,141.56799999999996,524.9549999999999
4749,Central America,2010,1584.5690000000006,13179.181000000013
4750,Central Asia,2010,20.37600000000001,95.90000000000002
4751,Central and Southern Asia,2010,5477.976000000002,4995.413999999998
4752,Chile,2010,279.00600000000003,486.66800000000035
4753,China,2010,233466.46800000014,771.8089999999995
4754,"China, Hong Kong SAR",2010,133506.21,164156.91000000012
4755,"China, Taiwan Province of",2010,4854.369999999999,6770.0509999999995
4756,Colombia,2010,19.187999999999988,226.96599999999992
4757,Costa Rica,2010,151.12399999999994,168.29400000000015
4758,Croatia,2010,95.41799999999999,234.6649999999999
4759,Czechia,2010,1616.952,2779.3039999999987
4760,Côte d'Ivoire,2010,137.72600000000006,0.7040000000000003
4761,Denmark,2010,1034.9099999999999,14299.663999999993
4762,Developed economies: Asia,2010,521.0899999999998,54301.36999999997
4763,Developed economies: Asia and Oceania,2010,842.928,59837.136999999995
4764,Developed economies: Oceania,2010,321.84100000000024,5535.766999999998
4765,Developed regions (M49),2010,78463.45400000001,300568.52799999993
4766,Developing economies excluding China,2010,159158.22899999996,234410.6340000001
4767,Developing economies excluding LDCs,2010,392184.0969999999,232305.68000000002
4768,Developing economies: Asia,2010,387672.8589999996,215702.69399999984
4769,Developing economies: Asia and Oceania,2010,387692.81999999954,215732.46399999998
4770,Developing economies: Oceania,2010,19.952999999999996,29.77600000000001
4771,Developing regions (M49),2010,392624.69499999995,235182.4319999998
4772,Dominican Republic,2010,62.303999999999974,425.30800000000016
4773,EAC (East African Community),2010,97.745,365.85299999999984
4774,ECA (Economic Commission for Africa),2010,2431.397000000002,2468.8440000000037
4775,ECA: Central Africa,2010,2.627000000000001,0.0
4776,ECA: Eastern Africa,2010,113.24100000000001,385.793
4777,ECA: Island economies,2010,4.706999999999999,57.55000000000001
4778,ECA: Landlocked LDCs,2010,75.27800000000005,139.7720000000001
4779,ECA: Landlocked countries,2010,84.29400000000004,141.4760000000001
4780,ECA: Least developed countries,2010,169.95000000000005,362.5139999999998
4781,ECA: Mineral-rich countries,2010,415.95200000000017,701.0159999999998
4782,ECA: Non-oil LDCs,2010,161.42999999999995,360.8819999999998
4783,ECA: Non-oil Producing,2010,1703.8839999999989,2422.676000000002
4784,ECA: North Africa,2010,1343.9449999999981,1526.3009999999992
4785,ECA: Oil LDCs,2010,8.525000000000004,3.840000000000003
4786,ECA: Oil producing economies,2010,727.5140000000002,46.169999999999995
4787,ECA: Sahel,2010,477.84799999999973,24.071999999999992
4788,ECA: Small island States,2010,4.274999999999996,44.66099999999998
